Make,Model,Year,Style,Distance,Engine_capacity(cm3),Fuel_type,Transmission
Audi,A4,2018,Sedan,31000.0,2000.0,Diesel,Automatic
BMW,3 Series,2000,Sedan,300000.0,2000.0,Diesel,Automatic
Mitsubishi,Lancer,1989,Sedan,24000.0,1500.0,Petrol,Manual
Audi,A6,1996,Universal,384000.0,1984.0,Metan/Propan,Manual
Lexus,RX Series,2010,SUV,250000.0,3500.0,Hybrid,Automatic
Renault,Laguna,2013,Hatchback,197000.0,1461.0,Diesel,Automatic
Skoda,Octavia,2005,Hatchback,158600.0,1600.0,Petrol,Manual
Hyundai,Tucson,2008,Crossover,196000.0,2000.0,Diesel,Automatic
Skoda,Fabia,2012,Minivan,199000.0,1200.0,Petrol,Automatic
Lexus,RX Series,2013,Crossover,122223.0,3500.0,Hybrid,Automatic
Dacia,Duster,2019,SUV,25000.0,1500.0,Diesel,Manual
Mercedes,C Class,2012,Universal,235000.0,2200.0,Diesel,Manual
Volkswagen,Passat,1999,Universal,430000.0,1781.0,Metan/Propan,Manual
Volkswagen,Caravelle,2004,Minivan,400000.0,2000.0,Metan/Propan,Manual
BMW,5 Series,2001,Sedan,123421.0,3000.0,Diesel,Automatic
Skoda,Fabia,2011,Hatchback,158200.0,1200.0,Petrol,Manual
Renault,Grand Scenic,2004,Hatchback,3500.0,1600.0,Diesel,Manual
Dacia,Lodgy,2016,Minivan,150000.0,1461.0,Diesel,Manual
Volkswagen,Golf,2009,Hatchback,206000.0,1400.0,Petrol,Automatic
Dacia,Logan,2015,Sedan,245117.0,1200.0,Metan/Propan,Manual
Renault,Megane,2006,Universal,197000.0,1500.0,Diesel,Manual
Toyota,Auris,2007,Hatchback,211000.0,1400.0,Diesel,Manual
Dacia,Sandero,2010,Hatchback,212000.0,1500.0,Diesel,Manual
Skoda,Octavia,2017,Minivan,187000.0,1998.0,Diesel,Automatic
Dacia,Duster,2010,SUV,127001.0,1500.0,Diesel,Manual
Mercedes,E Class,2014,Sedan,296000.0,2200.0,Diesel,Automatic
Dacia,Logan,2005,Sedan,217703.0,1400.0,Petrol,Manual
Skoda,Octavia,2008,Universal,159000.0,1600.0,Petrol,Manual
Mitsubishi,Outlander,2007,Crossover,190300.0,2996.0,Metan/Propan,Automatic
Renault,Kadjar,2016,Crossover,107000.0,1500.0,Diesel,Automatic
Renault,Clio Symbol,2008,Sedan,135000.0,1500.0,Diesel,Manual
Honda,CR-V,2002,SUV,250000.0,2000.0,Metan/Propan,Automatic
Vaz,2121niva,2008,Sedan,87000.0,1700.0,Petrol,Manual
Audi,Q5,2011,Crossover,223000.0,1996.0,Diesel,Automatic
Volkswagen,Sharan,2005,Minivan,233645.0,1900.0,Diesel,Automatic
Toyota,Corolla,2004,Sedan,310000.0,1800.0,Metan/Propan,Manual
Mercedes,C Class,2017,Sedan,23900.0,2000.0,Petrol,Automatic
Skoda,Superb,2008,Sedan,215000.0,1400.0,Petrol,Manual
Mercedes,E Class,2014,Universal,165000.0,2200.0,Diesel,Manual
Audi,A6,2001,Sedan,250000.0,2400.0,Metan/Propan,Manual
Mercedes,M Class,2004,Sedan,324000.0,2700.0,Diesel,Automatic
Ford,C-Max,2015,Hatchback,134000.0,2000.0,Plug-in Hybrid,Automatic
Renault,Grand Scenic,2010,Universal,177000.0,1461.0,Diesel,Automatic
Honda,CR-V,2012,Crossover,114000.0,2200.0,Diesel,Manual
Ford,Fusion,2010,Hatchback,193459.0,1400.0,Diesel,Manual
Renault,Megane,2009,Universal,165000.0,1500.0,Diesel,Manual
Opel,Astra,1997,Universal,190000.0,1600.0,Metan/Propan,Manual
Toyota,Prius,2011,Combi,191000.0,1800.0,Hybrid,Automatic
BMW,7 Series,2001,Sedan,395543.0,2800.0,Metan/Propan,Automatic
Skoda,Octavia,2010,Universal,273000.0,1400.0,Petrol,Automatic
Volkswagen,Passat,2008,Universal,20600.0,1400.0,Petrol,Manual
BMW,7 Series,2005,Sedan,220000.0,3000.0,Diesel,Automatic
Renault,Scenic,2012,Universal,149389.0,1500.0,Diesel,Automatic
Peugeot,508,2012,Sedan,11111.0,2000.0,Hybrid,Automatic
Skoda,Octavia,2007,Universal,270000.0,1600.0,Petrol,Manual
BMW,X5,2017,Crossover,107970.0,2000.0,Hybrid,Automatic
Mercedes,Vito,2011,Minivan,279000.0,2143.0,Diesel,Automatic
Dacia,Logan,2006,Universal,240000.0,1600.0,Metan/Propan,Manual
KIA,Stonic,2017,Crossover,158097.0,1599.0,Diesel,Automatic
Chevrolet,Spark,2008,Hatchback,153000.0,796.0,Petrol,Manual
Renault,Kadjar,2015,Crossover,160000.0,1500.0,Diesel,Automatic
Hyundai,Accent,2006,Hatchback,162000.0,1600.0,Petrol,Automatic
Jaguar,XJ,2011,Sedan,64850.0,3000.0,Diesel,Automatic
Opel,Astra,2015,Sedan,40000.0,1600.0,Petrol,Automatic
Honda,CR-V,2007,SUV,202000.0,2200.0,Diesel,Manual
Volkswagen,Passat,2000,Universal,111111.0,1900.0,Diesel,Automatic
Volvo,XC60,2015,SUV,201200.0,2400.0,Diesel,Automatic
Mitsubishi,Outlander,2008,Crossover,255000.0,2489.0,Metan/Propan,Automatic
Volkswagen,Jetta,2019,Hatchback,23500.0,1400.0,Petrol,Automatic
Opel,Vectra,1995,Sedan,111111.0,2000.0,Petrol,Manual
Opel,Astra,2004,Universal,270000.0,1800.0,Metan/Propan,Automatic
Toyota,Auris,2016,Universal,74111.0,1329.0,Petrol,Manual
Mercedes,E Class,2003,Sedan,291444.0,2148.0,Diesel,Automatic
BMW,X3,2009,Crossover,220700.0,2000.0,Petrol,Automatic
Hyundai,Sonata,2015,Sedan,39000.0,2000.0,Metan/Propan,Automatic
Audi,80,1993,Sedan,200000.0,2000.0,Metan/Propan,Manual
Volkswagen,Passat,2011,Universal,175000.0,1400.0,Petrol,Manual
Mercedes,E Class,2002,Sedan,345800.0,2700.0,Diesel,Automatic
Dacia,Logan,2006,Sedan,21500.0,140.0,Metan/Propan,Manual
Hyundai,Santa FE,2015,SUV,150000.0,1995.0,Diesel,Automatic
Dacia,Logan,2009,Sedan,280000.0,1400.0,Petrol,Manual
Dacia,Lodgy,2013,Universal,173000.0,1500.0,Diesel,Manual
Mercedes,Series (W124),1994,Sedan,270286.0,2000.0,Petrol,Manual
Nissan,Qashqai,2010,Crossover,170000.0,1500.0,Diesel,Manual
Volkswagen,Passat,2007,Cabriolet,180000.0,2000.0,Petrol,Automatic
Toyota,Auris,2014,Universal,103638.0,1800.0,Hybrid,Automatic
Renault,Clio,2006,Hatchback,280000.0,1461.0,Diesel,Manual
Toyota,Verso-S,2011,Hatchback,168080.0,1400.0,Diesel,Manual
Ford,Fusion,2017,Sedan,27500.0,1500.0,Petrol,Automatic
Volkswagen,Touran,2010,Microvan,169000.0,1400.0,Petrol,Manual
Nissan,NV200,2011,Minivan,220000.0,1500.0,Diesel,Manual
BMW,3 Series,2004,Sedan,244000.0,2000.0,Diesel,Automatic
Toyota,Prius,2010,Hatchback,130282.0,1800.0,Metan/Propan,Automatic
BMW,5 Series,2003,Sedan,323000.0,2500.0,Diesel,Automatic
Nissan,Qashqai,2012,Hatchback,152000.0,1500.0,Diesel,Manual
Mercedes,Series (W124),1990,Sedan,368000.0,200.0,Metan/Propan,Manual
Vaz,2106,1990,Sedan,160000.0,1300.0,Petrol,Manual
Toyota,Auris,2009,Hatchback,140000.0,1400.0,Diesel,Manual
Audi,A6,2000,Sedan,123456.0,2500.0,Diesel,Manual
Land Rover,Range Rover,2016,Crossover,87017.0,5000.0,Petrol,Automatic
Dacia,Lodgy,2012,Minivan,164262.0,1500.0,Diesel,Manual
Mercedes,A Class,2000,Hatchback,230235.0,1400.0,Petrol,Manual
Honda,CR-V,2016,SUV,123000.0,2000.0,Petrol,Automatic
Volkswagen,Golf,1995,Hatchback,250000.0,1900.0,Diesel,Manual
Ford,S-Max,2007,Universal,240000.0,2000.0,Diesel,Manual
Opel,Corsa,2002,Hatchback,240471.0,1000.0,Petrol,Manual
Volkswagen,Caddy,2005,Minivan,33000.0,1998.0,Diesel,Manual
Hyundai,Santa FE,2003,SUV,350000.0,2000.0,Diesel,Manual
Volkswagen,Transporter,2004,Minivan,256964.0,2489.0,Diesel,Manual
Renault,Talisman,2016,Sedan,165674.0,1500.0,Diesel,Automatic
Dacia,Logan,2007,Sedan,248000.0,1400.0,Metan/Propan,Manual
Opel,Insignia,2009,Sedan,165200.0,2000.0,Diesel,Manual
Ford,Mondeo,1993,Hatchback,360000.0,1800.0,Petrol,Manual
Opel,Combo,1998,Minivan,11111.0,1700.0,Diesel,Manual
Volkswagen,Passat,2003,Sedan,280000.0,1798.0,Petrol,Manual
Opel,Corsa,2000,Hatchback,160000.0,1000.0,Metan/Propan,Manual
Nissan,Qashqai+2,2010,SUV,161000.0,1500.0,Diesel,Manual
Subaru,B9 Tribeca,2006,SUV,220000.0,3000.0,Metan/Propan,Automatic
Toyota,Rav 4,2011,Crossover,180000.0,2200.0,Diesel,Automatic
KIA,Carens,2002,Minivan,187000.0,1800.0,Metan/Propan,Manual
Ford,Escort,1995,Hatchback,88500.0,103.0,Petrol,Manual
Toyota,C-HR,2017,SUV,79000.0,1800.0,Hybrid,Automatic
Audi,100,1991,Sedan,246800.0,2000.0,Petrol,Automatic
Mitsubishi,Pajero,2001,SUV,250000.0,3200.0,Diesel,Manual
Seat,Alhambra,2001,Minivan,30000.0,1900.0,Diesel,Manual
Renault,Megane,2006,Universal,198650.0,1500.0,Diesel,Manual
Volkswagen,Jetta,2013,Sedan,147000.0,1400.0,Hybrid,Automatic
Ford,Fiesta,2004,Hatchback,135000.0,1400.0,Petrol,Automatic
Volkswagen,Passat,1996,Universal,360000.0,2000.0,Metan/Propan,Manual
Mercedes,M Class,2013,SUV,208000.0,2200.0,Diesel,Automatic
Hyundai,Tucson,2017,SUV,27000.0,1600.0,Petrol,Automatic
Opel,Astra,2007,Universal,222999.0,1298.0,Diesel,Manual
Renault,Koleos,2009,SUV,132000.0,2000.0,Diesel,Manual
Mercedes,S Class,2013,Sedan,120000.0,3000.0,Diesel,Automatic
Mercedes,GLC,2017,Crossover,54000.0,2000.0,Petrol,Automatic
Honda,Civic,2001,Hatchback,35000.0,1400.0,Petrol,Manual
Dacia,Duster,2019,Crossover,83000.0,1500.0,Diesel,Manual
Ford,Fusion,2010,Sedan,188000.0,1400.0,Petrol,Manual
Seat,Leon,2012,Hatchback,182000.0,1200.0,Petrol,Manual
Toyota,Auris,2015,Universal,161000.0,1800.0,Hybrid,Automatic
Toyota,Corolla,2003,Universal,280000.0,1400.0,Petrol,Manual
Mitsubishi,Outlander,2007,SUV,154000.0,2000.0,Metan/Propan,Manual
Citroen,C5,2002,Hatchback,112700.0,1800.0,Metan/Propan,Manual
KIA,Carens,2002,Minivan,187000.0,1800.0,Metan/Propan,Manual
Renault,Megane,2005,Sedan,220000.0,1500.0,Diesel,Manual
Mini,Countryman,2019,Crossover,15000.0,2000.0,Petrol,Automatic
Toyota,Rav 4,2013,Crossover,188000.0,2200.0,Diesel,Automatic
Chevrolet,Cruze,2017,Sedan,73000.0,1400.0,Petrol,Automatic
Nissan,Qashqai,2017,Crossover,159000.0,1461.0,Diesel,Manual
Nissan,Almera,2005,Hatchback,1111.0,1111.0,Petrol,Automatic
Mercedes,A Class,2005,Hatchback,260000.0,1500.0,Petrol,Automatic
BMW,3 Series,2004,Sedan,417668.0,2000.0,Diesel,Automatic
Lexus,RX Series,2017,SUV,97000.0,3500.0,Hybrid,Automatic
Skoda,Octavia,2011,Hatchback,132000.0,1200.0,Petrol,Automatic
Vaz,2106,1990,Sedan,21000.0,1500.0,Petrol,Manual
KIA,Sorento,2005,SUV,250000.0,2500.0,Diesel,Automatic
Mercedes,E Class,2016,Sedan,80000.0,1950.0,Diesel,Automatic
Honda,Jazz,2007,Hatchback,206000.0,1246.0,Petrol,Manual
BMW,5 Series,2010,Sedan,111111.0,2998.0,Diesel,Automatic
Volkswagen,Golf,2014,Hatchback,146021.0,1400.0,Hybrid,Automatic
Volkswagen,Polo,2013,Hatchback,155000.0,1200.0,Petrol,Manual
Audi,A6,2002,Sedan,350000.0,2599.0,Diesel,Manual
Citroen,C3,2013,Hatchback,202000.0,1400.0,Diesel,Automatic
Lexus,RX Series,1999,Crossover,300500.0,3000.0,Metan/Propan,Automatic
Audi,A6,2017,Universal,93000.0,1968.0,Diesel,Automatic
Renault,Scenic,2006,Hatchback,135000.0,1500.0,Diesel,Manual
Toyota,Land Cruiser,2011,SUV,200000.0,2700.0,Metan/Propan,Automatic
BMW,5 Series,2018,Sedan,73208.0,2000.0,Petrol,Automatic
Ford,Transit Connect,2014,Minivan,180000.0,1600.0,Diesel,Manual
Mercedes,Series (W124),1992,Sedan,350000.0,2000.0,Metan/Propan,Manual
Toyota,Camry,2012,Sedan,16000.0,2500.0,Metan/Propan,Automatic
Rover,25,2000,Hatchback,100000.0,1400.0,Petrol,Manual
Ford,Fusion,2010,Hatchback,110000.0,1400.0,Petrol,Automatic
Chrysler,300c,2009,Sedan,113000.0,2680.0,Metan/Propan,Automatic
Volkswagen,Transporter,2011,Combi,232700.0,2000.0,Diesel,Manual
Moskvich / Izh,2140,1974,Sedan,222222.0,1600.0,Petrol,Manual
Rare,Granta,1986,Sedan,100000.0,1600.0,Petrol,Manual
Mercedes,E Class,2008,Sedan,230000.0,1800.0,Metan/Propan,Automatic
Ford,Escort,1998,Hatchback,89000.0,1600.0,Petrol,Automatic
KIA,Rio,2005,Universal,201200.0,150.0,Petrol,Manual
Citroen,C4,2005,Hatchback,167635.0,1600.0,Petrol,Manual
Toyota,Carina,1996,Hatchback,320000.0,1800.0,Metan/Propan,Manual
Land Rover,Range Rover Sport,2008,SUV,223300.0,3600.0,Diesel,Automatic
Nissan,Pathfinder,2012,SUV,134000.0,2500.0,Diesel,Automatic
Renault,Vel Satis,2006,Minivan,236450.0,2200.0,Diesel,Automatic
Dacia,Sandero,2016,Hatchback,100000.0,890.0,Petrol,Manual
Lexus,GS Series,1995,Sedan,400000.0,3000.0,Metan/Propan,Automatic
Nissan,X-Trail,2008,SUV,230000.0,1998.0,Metan/Propan,Automatic
Volkswagen,Golf,1997,Hatchback,220000.0,1600.0,Petrol,Manual
Fiat,Punto,2012,Sedan,168000.0,1300.0,Diesel,Manual
BMW,3 Series,2012,Crossover,194400.0,2000.0,Petrol,Automatic
Honda,CR-V,2013,Crossover,192000.0,2200.0,Diesel,Automatic
Opel,Vectra,1992,Sedan,270000.0,1600.0,Metan/Propan,Manual
Mercedes,Vito,2012,Minivan,231000.0,3000.0,Diesel,Automatic
Renault,Kadjar,2016,SUV,174000.0,1499.0,Diesel,Manual
Skoda,Superb,2018,Sedan,133000.0,2000.0,Diesel,Manual
Volkswagen,Passat,2016,Sedan,123000.0,1600.0,Diesel,Automatic
Honda,CR-V,2015,Crossover,102000.0,1600.0,Diesel,Manual
Rare,Eastar,2005,Sedan,125000.0,2400.0,Petrol,Automatic
BMW,5 Series,2013,Sedan,120369.0,3000.0,Petrol,Automatic
Land Rover,Freelander,2007,Crossover,300000.0,2200.0,Diesel,Automatic
Toyota,Rav 4,2019,Crossover,19000.0,2500.0,Hybrid,Automatic
Volkswagen,Golf Plus,2007,Minivan,200000.0,1390.0,Metan/Propan,Manual
Mercedes,E Class,2010,Sedan,290000.0,2200.0,Diesel,Automatic
Dacia,Logan,2009,Minivan,300000.0,1400.0,Diesel,Manual
Renault,Kadjar,2017,Minivan,161000.0,1500.0,Diesel,Automatic
Mercedes,B Class,2005,Hatchback,259583.0,2000.0,Metan/Propan,Automatic
Renault,Scenic,2005,Minivan,200000.0,1500.0,Diesel,Manual
Skoda,Fabia,2007,Universal,125000.0,1400.0,Diesel,Manual
Volkswagen,Polo,2005,Universal,125000.0,1400.0,Diesel,Manual
Lexus,RX Series,2004,Crossover,315000.0,2995.0,Metan/Propan,Automatic
Ford,Sierra,1988,Sedan,75894.0,200.0,Petrol,Manual
Toyota,Auris,2010,Hatchback,199000.0,1400.0,Diesel,Manual
BMW,X4,2019,SUV,32000.0,2000.0,Diesel,Automatic
Dacia,Logan,2006,Sedan,330000.0,1400.0,Metan/Propan,Manual
Volkswagen,Passat,2005,Sedan,440000.0,2000.0,Diesel,Manual
Ford,Fusion,2010,Minivan,188800.0,1440.0,Petrol,Manual
Dacia,Logan,2007,Sedan,190000.0,1400.0,Metan/Propan,Manual
Renault,Scenic,2007,Universal,230000.0,1500.0,Diesel,Manual
BMW,5 Series,2003,Sedan,250000.0,3000.0,Petrol,Automatic
Volkswagen,Passat,2003,Universal,285000.0,2000.0,Metan/Propan,Manual
Dacia,Sandero,2008,Hatchback,114900.0,1390.0,Petrol,Manual
Toyota,Avensis,2005,Sedan,129650.0,1794.0,Petrol,Automatic
Toyota,Corolla,2007,Hatchback,225000.0,1400.0,Diesel,Manual
Toyota,Corolla,2015,Sedan,177000.0,1400.0,Diesel,Manual
Skoda,Octavia,2008,Hatchback,269000.0,1900.0,Diesel,Manual
Citroen,C3,2011,Hatchback,214567.0,1400.0,Diesel,Manual
Renault,Megane,2018,Minivan,60000.0,1500.0,Diesel,Automatic
Volkswagen,Polo,2012,Hatchback,151631.0,1200.0,Petrol,Manual
KIA,Clarus,2000,Sedan,332787.0,1998.0,Metan/Propan,Manual
BMW,X5,2006,Sedan,300000.0,300.0,Diesel,Automatic
Renault,Megane,2013,Universal,199890.0,1498.0,Diesel,Manual
Vaz,21099,1991,Sedan,180000.0,1500.0,Petrol,Manual
Mercedes,E Class,2001,Sedan,470000.0,2148.0,Diesel,Manual
Vaz,2108,2000,Hatchback,1111.0,1500.0,Petrol,Manual
Mercedes,GLE,2015,SUV,177000.0,2200.0,Diesel,Automatic
Dacia,Logan,2014,Universal,143549.0,1192.0,Metan/Propan,Manual
Renault,Kangoo,2001,Combi,28095.0,1900.0,Diesel,Manual
Volkswagen,Touareg,2010,Crossover,199000.0,3000.0,Hybrid,Automatic
Seat,Ibiza,2011,Hatchback,186208.0,1400.0,Petrol,Automatic
Dacia,Sandero,2015,Hatchback,215000.0,1500.0,Diesel,Manual
Volkswagen,Passat,2007,Universal,234452.0,2000.0,Diesel,Manual
Mazda,3,2004,Hatchback,91000.0,1400.0,Diesel,Automatic
Volkswagen,Fox,2006,Hatchback,210000.0,1199.0,Petrol,Manual
Volkswagen,Caddy,2005,Minivan,225688.0,1400.0,Petrol,Manual
Lexus,LS Series,2007,Sedan,210000.0,4600.0,Petrol,Automatic
Opel,Antara,2007,SUV,200000.0,2000.0,Diesel,Automatic
Volkswagen,Passat,2014,Sedan,130000.0,2000.0,Diesel,Automatic
Audi,A8,2012,Sedan,170000.0,2000.0,Hybrid,Automatic
KIA,Carnival,2003,Minivan,277500.0,2900.0,Diesel,Manual
Mercedes,E Class,2006,Sedan,285193.0,2200.0,Diesel,Automatic
Ford,Focus,2016,Universal,168500.0,1500.0,Diesel,Manual
Porsche,Cayenne,2011,Crossover,147148.0,3000.0,Hybrid,Automatic
Renault,Scenic,2005,Coupe,190000.0,1600.0,Petrol,Automatic
Renault,Grand Scenic,2009,Minivan,205000.0,1500.0,Diesel,Manual
Toyota,Avensis,2003,Sedan,185000.0,1986.0,Diesel,Manual
Mercedes,E Class,1997,Sedan,300000.0,2000.0,Petrol,Manual
Opel,Astra,2015,Universal,190000.0,1600.0,Diesel,Manual
Dacia,Logan,2009,Minivan,260000.0,1600.0,Metan/Propan,Manual
Toyota,Auris,2010,Sedan,185000.0,1400.0,Diesel,Manual
Mercedes,V Class,2001,Minivan,289000.0,2200.0,Diesel,Manual
Suzuki,Vitara,2016,Crossover,38000.0,1400.0,Petrol,Automatic
Toyota,Yaris Verso,2005,Minivan,178000.0,1300.0,Petrol,Automatic
Volkswagen,Passat CC,2010,Sedan,170000.0,2000.0,Petrol,Automatic
Volkswagen,Touareg,2010,SUV,229913.0,2996.0,Hybrid,Automatic
BMW,X5,2017,Crossover,75983.0,2000.0,Hybrid,Automatic
Toyota,Auris,2011,Hatchback,230000.0,1400.0,Diesel,Manual
Toyota,Rav 4,2012,Crossover,211000.0,2200.0,Diesel,Automatic
Nissan,Qashqai,2011,Crossover,163528.0,1500.0,Diesel,Manual
Ford,Mondeo,2009,Sedan,121000.0,2300.0,Petrol,Automatic
Volkswagen,Tiguan,2020,Crossover,25000.0,2000.0,Petrol,Automatic
Toyota,Yaris,2011,Hatchback,160000.0,1400.0,Diesel,Manual
Volkswagen,Passat,2015,Sedan,120000.0,2000.0,Diesel,Automatic
Nissan,Qashqai+2,2010,Microvan,80000.0,1500.0,Diesel,Manual
Audi,A6,2002,Universal,2222.0,2500.0,Diesel,Automatic
Opel,Zafira,2007,Minivan,260000.0,1900.0,Diesel,Automatic
Volkswagen,Touran,2011,Minivan,135000.0,1400.0,Petrol,Automatic
Citroen,C5,2002,Universal,362000.0,300.0,Petrol,Manual
Suzuki,Wagon R+,2002,Hatchback,250000.0,1300.0,Petrol,Manual
Toyota,Prius,2007,Hatchback,260000.0,1500.0,Petrol,Automatic
Chrysler,Sebring,2007,Sedan,252000.0,2000.0,Diesel,Manual
Opel,Mokka,2012,Crossover,210000.0,1700.0,Diesel,Automatic
Toyota,Land Cruiser Prado,2008,SUV,226103.0,2700.0,Petrol,Automatic
Subaru,Legacy,2008,Sedan,132000.0,2000.0,Petrol,Automatic
Opel,Tigra,1995,Coupe,10000.0,1300.0,Petrol,Manual
Hyundai,Altele,2018,SUV,41000.0,2199.0,Diesel,Automatic
Mercedes,Vito,2003,Minivan,420000.0,2193.0,Diesel,Automatic
Ford,Fusion,2016,Sedan,118000.0,2000.0,Petrol,Automatic
Renault,Megane,2012,Universal,210450.0,1500.0,Diesel,Automatic
Ford,S-Max,2007,Universal,240000.0,2000.0,Diesel,Manual
Toyota,Highlander,2018,SUV,42000.0,3500.0,Petrol,Automatic
Mercedes,GLK Class,2013,Crossover,137000.0,2200.0,Diesel,Automatic
Skoda,Fabia,2012,Universal,181000.0,1200.0,Diesel,Manual
Renault,Megane,2006,Hatchback,260000.0,1500.0,Diesel,Manual
Nissan,Micra,1995,Hatchback,298000.0,1275.0,Petrol,Manual
BMW,5 Series,2014,Sedan,130000.0,2000.0,Diesel,Automatic
Jaguar,XE,2016,Sedan,70000.0,2000.0,Petrol,Automatic
Lexus,RX Series,2008,Crossover,133994.0,3500.0,Metan/Propan,Automatic
Volkswagen,Transporter,2002,Minivan,258036.0,2500.0,Diesel,Manual
Ford,Focus,2000,Universal,200000.0,2000.0,Metan/Propan,Automatic
Dacia,Logan Mcv,2010,Universal,220000.0,1400.0,Petrol,Manual
Skoda,Fabia,2014,Universal,186234.0,1199.0,Diesel,Manual
Renault,Scenic,2015,Universal,232552.0,1500.0,Diesel,Manual
Audi,A6,2007,Universal,190000.0,2700.0,Diesel,Manual
Audi,A6,2016,Sedan,86500.0,2000.0,Petrol,Automatic
Dodge,Journey,2009,Crossover,170000.0,2000.0,Diesel,Automatic
Hyundai,Solaris,2012,Sedan,75000.0,1400.0,Petrol,Manual
Lexus,CT Series,2014,Hatchback,88000.0,1800.0,Hybrid,Automatic
Mazda,626,1992,Sedan,20000.0,2000.0,Petrol,Manual
Volkswagen,Golf,2009,Hatchback,110000.0,1400.0,Petrol,Manual
Mercedes,A Class,2004,Hatchback,168346.0,1500.0,Petrol,Automatic
BMW,1 Series,2012,Hatchback,134000.0,1600.0,Petrol,Manual
Opel,Astra,2017,Combi,97700.0,1600.0,Diesel,Manual
Skoda,Roomster,2011,Universal,154349.0,1400.0,Petrol,Manual
Volkswagen,Polo,1999,Universal,280000.0,1400.0,Petrol,Manual
Mercedes,S Class,1999,Sedan,1111.0,1111.0,Diesel,Manual
Citroen,DS5,2012,Hatchback,187000.0,2000.0,Hybrid,Automatic
Volkswagen,Touran,2007,Minivan,230000.0,2000.0,Metan/Propan,Manual
Peugeot,307,2004,Sedan,193834.0,1500.0,Petrol,Manual
Audi,A8,1998,Sedan,343711.0,2500.0,Diesel,Automatic
Lexus,IS Series,1999,Sedan,225000.0,2000.0,Petrol,Manual
BMW,5 Series,2000,Sedan,30000.0,200.0,Diesel,Manual
Vaz,2121niva,1987,Crossover,21850.0,1300.0,Petrol,Manual
BMW,5 Series,2005,Sedan,290000.0,2200.0,Metan/Propan,Manual
Mazda,CX-3,2018,Crossover,37000.0,2000.0,Petrol,Automatic
Nissan,Pathfinder,2007,SUV,123000.0,2500.0,Diesel,Manual
Mini,Cooper S,2013,Hatchback,107200.0,1600.0,Petrol,Automatic
Skoda,Octavia,2011,Universal,224257.0,1400.0,Petrol,Manual
Opel,Vectra,1990,Sedan,34000.0,1780.0,Petrol,Manual
Vaz,2106,1988,Sedan,19500.0,1300.0,Petrol,Manual
Land Rover,Range Rover Sport,2008,SUV,220000.0,4400.0,Metan/Propan,Automatic
Audi,A5,2014,Coupe,92877.0,2000.0,Petrol,Automatic
Chrysler,Sebring,2008,Sedan,248000.0,2700.0,Petrol,Automatic
Mercedes,E Class,2013,Sedan,198175.0,2200.0,Hybrid,Automatic
Skoda,Fabia,2017,Hatchback,12882.0,999.0,Petrol,Manual
Nissan,Qashqai+2,2010,SUV,171000.0,1500.0,Diesel,Manual
Mercedes,Viano,2011,Minivan,350000.0,2143.0,Diesel,Manual
KIA,Sportage,2011,Crossover,235737.0,2000.0,Diesel,Automatic
Renault,Megane,2004,Sedan,250000.0,1500.0,Diesel,Manual
Renault,Espace,2015,Minivan,163000.0,1600.0,Diesel,Automatic
BMW,X6,2012,SUV,54000.0,3000.0,Petrol,Automatic
Opel,Astra,2006,Universal,368000.0,1300.0,Diesel,Manual
Skoda,Octavia,2018,Universal,192541.0,1600.0,Diesel,Manual
Volkswagen,Golf,1998,Hatchback,365000.0,1400.0,Petrol,Manual
Fiat,Punto,2004,Hatchback,2500.0,1200.0,Petrol,Manual
Volvo,XC90,2017,SUV,170000.0,2000.0,Diesel,Automatic
Volkswagen,Passat,2016,Sedan,120000.0,1600.0,Diesel,Manual
BMW,5 Series,2002,Sedan,1111.0,1111.0,Diesel,Automatic
KIA,Venga,2010,Hatchback,121750.0,1599.0,Petrol,Automatic
Ford,Mondeo,1994,Universal,4000.0,1800.0,Diesel,Manual
Renault,Grand Scenic,2009,Universal,150000.0,1400.0,Petrol,Manual
Volkswagen,Caddy,2006,Combi,285000.0,1900.0,Diesel,Automatic
Dacia,Logan,2014,Sedan,205045.0,1200.0,Metan/Propan,Manual
BMW,5 Series,2013,Sedan,250000.0,2500.0,Diesel,Automatic
Nissan,Juke,2015,Crossover,14809.0,1600.0,Petrol,Automatic
Volkswagen,Golf,2005,Hatchback,220000.0,1400.0,Petrol,Manual
Dacia,Sandero,2010,Hatchback,90200.0,1200.0,Petrol,Manual
BMW,3 Series,2008,Universal,237123.0,1998.0,Diesel,Automatic
Dacia,Logan,2013,Sedan,490894.0,1200.0,Metan/Propan,Manual
Renault,Megane,2006,Universal,420000.0,1500.0,Diesel,Manual
Opel,Omega,1996,Universal,311000.0,2000.0,Petrol,Manual
Nissan,Juke,2015,SUV,90000.0,1500.0,Diesel,Manual
Toyota,Celica,1993,Coupe,11111.0,1600.0,Petrol,Manual
Audi,A4,1997,Sedan,305000.0,1800.0,Metan/Propan,Automatic
KIA,Rio,2009,Hatchback,115000.0,1400.0,Petrol,Manual
Skoda,Octavia,2015,Universal,155000.0,1999.0,Diesel,Automatic
Volkswagen,Passat,2011,Minivan,195000.0,2000.0,Diesel,Automatic
Dacia,Logan,2015,Sedan,173000.0,1200.0,Metan/Propan,Manual
Skoda,Superb,2013,Hatchback,200000.0,1400.0,Petrol,Manual
Toyota,Avensis,2010,Universal,130000.0,2000.0,Petrol,Automatic
Audi,Q5,2014,SUV,129108.0,2000.0,Petrol,Automatic
